User_ID,Task_Sequence
500," 41, 41, 41, 3, 41, 41, 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41"
500," 41, 41, 3, 41, 41, 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41"
500," 41, 3, 41, 41, 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41"
500," 3, 41, 41, 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0"
500," 41, 41, 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14"
500," 41, 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41"
500," 14, 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0"
500," 41, 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41"
500," 0, 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41"
500," 41, 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0"
500," 41, 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0"
500," 3, 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41"
500," 22, 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0"
500," 22, 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41"
500," 41, 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0"
500," 41, 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41"
500," 3, 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41"
500," 41, 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41"
500," 22, 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14"
500," 41, 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41"
500," 41, 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41"
500," 41, 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41"
500," 0, 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41"
500," 14, 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41"
500," 41, 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0"
500," 0, 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9"
500," 41, 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14"
500," 41, 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22"
500," 0, 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41"
500," 0, 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41"
500," 41, 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2"
500," 0, 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14"
500," 41, 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41"
500," 0, 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41"
500," 41, 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3"
500," 41, 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41"
500," 41, 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41"
500," 14, 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41"
500," 41, 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41, 41"
500," 41, 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41, 41, 14"
500," 41, 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41, 41, 14, 14"
500," 41, 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41, 41, 14, 14, 2"
500," 41, 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41, 41, 14, 14, 2, 14"
500," 0, 9, 14, 22, 41, 41, 2, 14, 41, 41, 3, 41, 41, 41, 41, 14, 14, 2, 14, 0"
501," 11, 11"
501," 11, 11, 0"
501," 11, 11, 0, 11"
501," 11, 11, 0, 11, 11"
501," 11, 11, 0, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
501," 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11"
502," 17, 11"
502," 17, 11, 18"
502," 17, 11, 18, 18"
503," 24, 18"
504," 11, 15"
505," 20, 0"
505," 20, 0, 0"
505," 20, 0, 0, 0"
505," 20, 0, 0, 0, 0"
505," 20, 0, 0, 0, 0, 13"
505," 20, 0, 0, 0, 0, 13, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1"
505," 20, 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 18"
505," 0, 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 18, 0"
505," 0, 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 18, 0, 0"
505," 0, 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 18, 0, 0, 0"
505," 0, 13, 0, 8, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 1, 18, 0, 0, 0, 23"
506," 26, 13"
507," 6, 6"
507," 6, 6, 6"
508," 12, 14"
508," 12, 14, 1"
508," 12, 14, 1, 14"
509," 2, 2"
509," 2, 2, 2"
509," 2, 2, 2, 0"
509," 2, 2, 2, 0, 0"
509," 2, 2, 2, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1"
509," 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0"
509," 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1"
509," 0, 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0"
509," 0, 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2"
509," 0, 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2"
509," 0, 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2"
509," 0, 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0"
509," 36, 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0"
509," 36, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0"
509," 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0"
509," 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0"
509," 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0"
509," 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
509," 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2"
509," 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2"
509," 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2"
509," 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2"
509," 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2"
509," 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2"
509," 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0"
509," 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0"
509," 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0"
509," 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7"
509," 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0"
509," 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0"
509," 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0"
509," 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0"
509," 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36"
509," 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0"
509," 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0"
509," 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2"
509," 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2"
509," 2, 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2, 2"
509," 2, 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2, 2, 2"
509," 2, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2, 2, 2, 0"
509," 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2, 2, 2, 0, 7"
509," 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2, 2, 2, 0, 7, 0"
509," 0, 0, 0, 0, 7, 0, 0, 0, 0, 36, 0, 0, 2, 2, 2, 2, 0, 7, 0, 7"
510," 2, 2"
510," 2, 2, 2"
510," 2, 2, 2, 13"
510," 2, 2, 2, 13, 2"
510," 2, 2, 2, 13, 2, 13"
510," 2, 2, 2, 13, 2, 13, 2"
511," 14, 14"
511," 14, 14, 12"
512," 7, 0"
512," 7, 0, 7"
512," 7, 0, 7, 0"
512," 7, 0, 7, 0, 22"
512," 7, 0, 7, 0, 22, 9"
512," 7, 0, 7, 0, 22, 9, 3"
512," 7, 0, 7, 0, 22, 9, 3, 7"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1, 7"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1, 7, 1"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1, 7, 1, 7"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1, 7, 1, 7, 27"
512," 7, 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1, 7, 1, 7, 27, 7"
512," 0, 7, 0, 22, 9, 3, 7, 1, 1, 1, 7, 1, 9, 1, 7, 1, 7, 27, 7, 0"
513," 17, 46"
513," 17, 46, 46"
513," 17, 46, 46, 17"
513," 17, 46, 46, 17, 46"
513," 17, 46, 46, 17, 46, 46"
514," 22, 22"
514," 22, 22, 4"
514," 22, 22, 4, 1"
514," 22, 22, 4, 1, 4"
514," 22, 22, 4, 1, 4, 13"
514," 22, 22, 4, 1, 4, 13, 0"
514," 22, 22, 4, 1, 4, 13, 0, 0"
515," 11, 23"
515," 11, 23, 2"
515," 11, 23, 2, 13"
516," 4, 4"
516," 4, 4, 19"
516," 4, 4, 19, 4"
516," 4, 4, 19, 4, 19"
516," 4, 4, 19, 4, 19, 15"
516," 4, 4, 19, 4, 19, 15, 17"
516," 4, 4, 19, 4, 19, 15, 17, 4"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17, 17"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17, 17, 17"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17, 17, 17, 17"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17, 17, 17, 17, 4"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17, 17, 17, 17, 4, 4"
516," 4, 4, 19, 4, 19, 15, 17, 4, 15, 17, 17, 17, 17, 4, 4, 4"
517," 7, 7"
517," 7, 7, 28"
517," 7, 7, 28, 7"
517," 7, 7, 28, 7, 1"
517," 7, 7, 28, 7, 1, 4"
517," 7, 7, 28, 7, 1, 4, 4"
517," 7, 7, 28, 7, 1, 4, 4, 4"
517," 7, 7, 28, 7, 1, 4, 4, 4, 28"
517," 7, 7, 28, 7, 1, 4, 4, 4, 28, 4"
517," 7, 7, 28, 7, 1, 4, 4, 4, 28, 4, 4"
518," 0, 14"
518," 0, 14, 14"
519," 6, 6"
519," 6, 6, 6"
519," 6, 6, 6, 6"
520," 0, 0"
520," 0, 0, 0"
520," 0, 0, 0, 2"
520," 0, 0, 0, 2, 9"
520," 0, 0, 0, 2, 9, 14"
520," 0, 0, 0, 2, 9, 14, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0, 9"
520," 0, 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0, 9, 9"
520," 0, 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0, 9, 9, 14"
520," 0, 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0, 9, 9, 14, 0"
520," 2, 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0, 9, 9, 14, 0, 7"
520," 9, 14, 14, 7, 14, 31, 14, 0, 14, 14, 14, 14, 7, 0, 9, 9, 14, 0, 7, 0"
521," 18, 18"
521," 18, 18, 21"
522," 18, 18"
523," 14, 14"
523," 14, 14, 0"
523," 14, 14, 0, 0"
523," 14, 14, 0, 0, 0"
523," 14, 14, 0, 0, 0, 1"
523," 14, 14, 0, 0, 0, 1, 1"
523," 14, 14, 0, 0, 0, 1, 1, 4"
523," 14, 14, 0, 0, 0, 1, 1, 4, 9"
523," 14, 14, 0, 0, 0, 1, 1, 4, 9, 1"
523," 14, 14, 0, 0, 0, 1, 1, 4, 9, 1, 12"
523," 14, 14, 0, 0, 0, 1, 1, 4, 9, 1, 12, 0"
523," 14, 14, 0, 0, 0, 1, 1, 4, 9, 1, 12, 0, 1"
523," 14, 14, 0, 0, 0, 1, 1, 4, 9, 1, 12, 0, 1, 0"
524," 11, 11"
524," 11, 11, 11"
524," 11, 11, 11, 11"
524," 11, 11, 11, 11, 11"
524," 11, 11, 11, 11, 11, 0"
524," 11, 11, 11, 11, 11, 0, 41"
524," 11, 11, 11, 11, 11, 0, 41, 24"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0, 24"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0, 24, 24"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0, 24, 24, 22"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0, 24, 24, 22, 13"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0, 24, 24, 22, 13, 41"
524," 11, 11, 11, 11, 11, 0, 41, 24, 11, 0, 24, 24, 22, 13, 41, 14"
525," 8, 0"
526," 24, 13"
526," 24, 13, 11"
527," 7, 7"
527," 7, 7, 11"
527," 7, 7, 11, 7"
527," 7, 7, 11, 7, 11"
527," 7, 7, 11, 7, 11, 11"
528," 15, 0"
528," 15, 0, 0"
528," 15, 0, 0, 0"
528," 15, 0, 0, 0, 15"
529," 18, 18"
529," 18, 18, 18"
529," 18, 18, 18, 18"
529," 18, 18, 18, 18, 30"
529," 18, 18, 18, 18, 30, 18"
529," 18, 18, 18, 18, 30, 18, 20"
529," 18, 18, 18, 18, 30, 18, 20, 18"
529," 18, 18, 18, 18, 30, 18, 20, 18, 18"
529," 18, 18, 18, 18, 30, 18, 20, 18, 18, 18"
529," 18, 18, 18, 18, 30, 18, 20, 18, 18, 18, 20"
530," 7, 18"
530," 7, 18, 7"
530," 7, 18, 7, 7"
530," 7, 18, 7, 7, 7"
530," 7, 18, 7, 7, 7, 21"
530," 7, 18, 7, 7, 7, 21, 5"
530," 7, 18, 7, 7, 7, 21, 5, 7"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7, 7"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7, 7, 7"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7, 7, 7, 13"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7, 7, 7, 13, 7"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7, 7, 7, 13, 7, 7"
530," 7, 18, 7, 7, 7, 21, 5, 7, 1, 7, 7, 7, 13, 7, 7, 7"
531," 0, 0"
531," 0, 0, 0"
531," 0, 0, 0, 12"
531," 0, 0, 0, 12, 12"
531," 0, 0, 0, 12, 12, 12"
531," 0, 0, 0, 12, 12, 12, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12"
531," 0, 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12"
531," 0, 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 12"
531," 0, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 12, 12"
531," 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 12, 12, 12"
531," 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 12, 12, 12, 41"
